Author,Title,URL,Publish Date,Views,Rating,Keywords,Streams,FPS,Itag,Process
Hafu,I'm ADDICTED To VIP Draven | Hafu TFT,https://www.youtube.com/watch?v=lb1x_atYhfM,2022-03-02,11598,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,When You Get a Draven Before 1st Carousel w/ Clear Mind....Crazy Game | TFT Hafu,https://www.youtube.com/watch?v=GmZ7JRIN0xk,2022-03-01,22375,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess', 'draven', 'draven on 2-3']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,"My Draven Has 5,500+ HP w/ This BROKEN Augment Combo | Hafu TFT",https://www.youtube.com/watch?v=EINn56iea-E,2022-02-28,13189,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess', 'draven broken', 'draven', 'draven tft', '6.5', 'set 6.5']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,When You Roll and Miss Everything Can Warwick 3 Carry??,https://www.youtube.com/watch?v=ZWJX_LSW-j8,2022-02-26,8859,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,Bruisers are Just Still Good Huh?? Also Second Wind is Cool | Hafu TFT,https://www.youtube.com/watch?v=KhIVJEv2v04,2022-02-25,8872,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,Makeshift Armor is BROKEN | Hafu TFT,https://www.youtube.com/watch?v=s6ydDyq_OP8,2022-02-24,11425,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,Hafu is a Toxic TFT Duo Partner ft. rayditz & DeliciousMilkGG,https://www.youtube.com/watch?v=JK9rhBBlJqQ,2022-02-23,9220,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,This GP Printed 40 GOLD w/ Double Triforce | Hafu TFT,https://www.youtube.com/watch?v=ZXUqrK_EWl8,2022-02-22,18450,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,Forcing Mutants Til I GET THEM ALL! | Hafu TFT,https://www.youtube.com/watch?v=c8TgPP0rN9g,2022-02-21,14214,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess', '6.5', 'forcing mutants']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,Luden's Echo 3 is INSANE w/ Mutants | Hafu TFT,https://www.youtube.com/watch?v=qfnSl8C7I9U,2022-02-20,16072,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess', ""luden's echo 3"", ""luden's echo"", 'set 6.5', '6.5']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,IS DOUBLE TROUBLE BUSTED?! - This New Augment is So Cool,https://www.youtube.com/watch?v=21DwCMl4_rQ,2022-02-19,14251,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess', '6.5', 'set 6.5', 'double trouble', 'double trouble op', 'new augment']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,1st Game of Set 6.5!  3 NEW AUGMENTS THIS GAME,https://www.youtube.com/watch?v=8f7ocTuGIY0,2022-02-18,11225,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess', '6.5', 'patch 6.5', 'set 6.5']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,My 1st Hearthstone Arena Run in YEARS P2,https://www.youtube.com/watch?v=gEFPYuxPx9Q,2022-02-17,6389,,"['hafu', 'itshafu', 'hafu arena', 'hafu hearthstone arena', 'itshafu hearthstone arena']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,FALSE
Hafu,Hafu Tries Clash of Beasts!,https://www.youtube.com/watch?v=TDm3K7fwIZM,2022-02-16,2590,,"['hafu', 'itshafu', 'hafu clash of beasts', 'itshafu clash of beasts', 'clash of beasts']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,FALSE
Hafu,HAFU PLAYS HEARTHSTONE ARENA?! 1st Time in 3 Years,https://www.youtube.com/watch?v=rEScGBk6C-g,2022-02-15,12589,,"['hafu', 'itshafu', 'hafu arena', 'hafu hearthstone arena', 'itshafu hearthstone arena']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,FALSE
Hafu,Are Yordles BACK?! | Hafu TFT,https://www.youtube.com/watch?v=SW8UIGfxFrE,2022-02-14,17242,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,Portable Forge Lost my Item then Gave me a Random One?!,https://www.youtube.com/watch?v=4Md4Oa9O5JY,2022-02-12,10588,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess', 'portable forge']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,THIS LOBBY WAS INSANELY STRONG | Hafu TFT,https://www.youtube.com/watch?v=oliPRnidEXI,2022-02-10,11441,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,Mort is Too Good at TFT...He MUST be Cheating!!! (he's not),https://www.youtube.com/watch?v=qcUy-_g3jMI,2022-02-08,14995,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,Do Not Watch This if you have a Bad Heart | TFT Hafu,https://www.youtube.com/watch?v=jnAV8E-FkXk,2022-02-07,11269,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,How Mispositioning Jayce in the Bakcline can LOSE the Game | Hafu TFT,https://www.youtube.com/watch?v=XZrLmYa2yQU,2022-02-05,8500,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,When Your Opponent's Last Minion Survives with 1 HP on FINAL ROUND,https://www.youtube.com/watch?v=AHRPiUv7dYI,2022-02-04,7441,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,Trinity Force is a Hard Carry?? | TFT Hafu,https://www.youtube.com/watch?v=TJunhbaeV58,2022-02-02,16944,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess', 'trinity force', 'trinity force tft', 'portable forge tft']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,TITANIC FORCE TRUNDLE CARRY IS BROKEN - 8 BRUISERS | Hafu TFT,https://www.youtube.com/watch?v=BRA07ayyZMM,2022-02-01,18584,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess', 'titanic force', '8 bruisers', '8 bruiser tft']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,How to Win a Contested Reroll Comp ft. David | Hafu TFT,https://www.youtube.com/watch?v=qh0KPTLi4Es,2022-01-31,12797,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess', 're-roll', 'reroll', 'reroll cho']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,"Force of Nature Lobby, Cho 3, Profit | Hafu Challenger TFT",https://www.youtube.com/watch?v=F-_B8-oz_pY,2022-01-29,16699,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess', 'chogath 3', 'cho 3', 'force of nature lobby', 'fon lobby']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,My Opponents Would Rather Grief Me Than Win!?,https://www.youtube.com/watch?v=e4b7MAulPAQ,2022-01-28,9825,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,I Got to Troll My Husband in our Challenger Game | Hafu TFT,https://www.youtube.com/watch?v=GOA8uvZQWNM,2022-01-27,12305,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,9000 IQ Distraction Strategy to Secure 1st in the End Game! | Hafu Challenger TFT,https://www.youtube.com/watch?v=eVjV9mbYjjU,2022-01-26,10743,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,Climbing to over 900 LP Challenger w/ Innovators!,https://www.youtube.com/watch?v=HNzZrtSZQn0,2022-01-25,18856,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess', 'innovators', 'set 6', 'tft set 6', 'innos', 'challenger', 'hafu challenger']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,CAITLYN IS THE BEST UNIT IN THE GAME - Learning Protector Reroll | Hafu Challenger TFT,https://www.youtube.com/watch?v=gW2LyXJru0c,2022-01-24,22694,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess', 'caitlyn is the best unit in the game', 'caitlyn op', 'caitlyn is the best']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,"""WELCOME TO THE SLAM"" - David | Hafu Challengeer TFT",https://www.youtube.com/watch?v=uPNYWzZMa58,2022-01-23,13878,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,I Got to Challenger With This Comp! | Hafu TFT Challenger,https://www.youtube.com/watch?v=T6-jDm5G0ho,2022-01-22,20141,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,Is 2 Scrap BETTER Than 7 Syndicate?? | Hafu Grandmaster TFT,https://www.youtube.com/watch?v=5RwCY8V5Wx4,2022-01-21,10088,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess', 'scrap', 'scrap better than syndicate']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,NEW PATCH - 12.2 is OUT Locket Buff is GOOD | Hafu Grandmaster TFT,https://www.youtube.com/watch?v=_Sp8mU_igzs,2022-01-20,16100,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess', '12.2', 'tft 12.2', 'teamfight tactics 12.2']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,Tahm Kench LOVES Ice Cream | Hafu TFT Grandmaster,https://www.youtube.com/watch?v=SfnaehSPXFI,2022-01-19,14877,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess', 'ice cream tft', 'ice cream tahm kench']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,Hafu Plays 6 YORDLES | Hafu TFT Grandmaster,https://www.youtube.com/watch?v=MruoP4Xsb08,2022-01-18,21085,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess']","<Stream: itag=""397"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""av01.0.04M.08"" progressive=""False"" type=""video"">",30,397,TRUE
Hafu,A TAHM KENCH 1 PRINTED 24 ITEMS?! | Hafu TFT Grandmaster,https://www.youtube.com/watch?v=IL_EKTBIDDU,2022-01-17,21803,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess', '24 item tahm kench', 'tahm kench', 'tk 1 24 items', 'tahm kench printed 24 items']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,Can 5up and Hafu Remain Undefeated Masters of TFT? | Double Up,https://www.youtube.com/watch?v=9Y-0xvbhYoc,2022-01-16,16900,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,5up Tried to Throw the Game...AGAIN | Hafu TFT Double Up,https://www.youtube.com/watch?v=H0KvLJ2a19g,2022-01-15,18578,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,Riot Deleted Jayce From the Game?! WHERE IS HE?! | Hafu Grandmaster TFT,https://www.youtube.com/watch?v=ZirmrwwUBK8,2022-01-14,11090,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess', 'jayce', '7 innovator']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Hafu,HE GOT JHIN 3 ON 5.2?! Can We POSSIBLE Comeback?? | Hafu & 5up TFT,https://www.youtube.com/watch?v=YBYvr_yjwmM,2022-01-13,17074,,"['itshafu', 'hafu', 'teamfight tactics', 'teamfight', 'tactics', 'hafu tft', 'tft', 'hafu teamfight tactics', 'legendary minions', 'auto battler', 'hafu auto battler', 'autobattler', 'auto chess', 'jhin 3', 'yone 3', 'jhin 3 5.2', 'double up', 'hafu 5up tft', 'hafu 5up', 'hafu 5up tft double up', 'hafu 5up double up']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
