Author,Title,URL,Publish Date,Views,Rating,Keywords,Streams,FPS,Itag
Mortdog,Syndicate Ashe - Hilarious Final Round | TFT Neon Nights | Teamfight Tactics,https://www.youtube.com/watch?v=lCJVa_YD1og,2022-03-02,23617,,"['mort tft', 'tft', 'teamfight tactics', 'teamfight tactics guide', 'teamfight tactics strategy', 'teamfight tactics gameplay', 'teamfight tactics build', 'teamfight tactics op', 'team fight tactics', 'lol', 'tft guide', 'how to tft', 'best comps tft', 'lol tft', 'tft gameplay', 'auto chess lol', 'lol teamfight tactics', 'mort teamfight tactics', 'mortdog', 'mortdog tft', 'mortdog teamfight tactics', 'League of Legends', 'Riot', 'TFT Reckoning', 'Reckoning', 'TFT Set 5', 'Set 5']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135
Mortdog,Merc High Roll - The Ultimate Greed | TFT Neon Nights | Teamfight Tactics,https://www.youtube.com/watch?v=49AF1zKzezU,2022-03-01,27641,,"['mort tft', 'tft', 'teamfight tactics', 'teamfight tactics guide', 'teamfight tactics strategy', 'teamfight tactics gameplay', 'teamfight tactics build', 'teamfight tactics op', 'team fight tactics', 'lol', 'tft guide', 'how to tft', 'best comps tft', 'lol tft', 'tft gameplay', 'auto chess lol', 'lol teamfight tactics', 'mort teamfight tactics', 'mortdog', 'mortdog tft', 'mortdog teamfight tactics', 'League of Legends', 'Riot', 'TFT Reckoning', 'Reckoning', 'TFT Set 5', 'Set 5']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135
Mortdog,Twinshot GP - Printing Money for Days | TFT Neon Nights | Teamfight Tactics,https://www.youtube.com/watch?v=g46qwFcV0GA,2022-02-28,27224,,"['mort tft', 'tft', 'teamfight tactics', 'teamfight tactics guide', 'teamfight tactics strategy', 'teamfight tactics gameplay', 'teamfight tactics build', 'teamfight tactics op', 'team fight tactics', 'lol', 'tft guide', 'how to tft', 'best comps tft', 'lol tft', 'tft gameplay', 'auto chess lol', 'lol teamfight tactics', 'mort teamfight tactics', 'mortdog', 'mortdog tft', 'mortdog teamfight tactics', 'League of Legends', 'Riot', 'TFT Reckoning', 'Reckoning', 'TFT Set 5', 'Set 5']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135
Mortdog,Patch 12.5 Rundown | TFT Neon Nights | Teamfight Tactics,https://www.youtube.com/watch?v=TSEQGzlY_0Q,2022-02-27,43684,,"['mort tft', 'tft', 'teamfight tactics', 'teamfight tactics guide', 'teamfight tactics strategy', 'teamfight tactics gameplay', 'teamfight tactics build', 'teamfight tactics op', 'team fight tactics', 'lol', 'tft guide', 'how to tft', 'best comps tft', 'lol tft', 'tft gameplay', 'auto chess lol', 'lol teamfight tactics', 'mort teamfight tactics', 'mortdog', 'mortdog tft', 'mortdog teamfight tactics', 'League of Legends', 'Riot', 'TFT Reckoning', 'Reckoning', 'TFT Set 5', 'Set 5']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135
Mortdog,Stage 7-6 WTF - The longest mutant game | TFT Neon Nights | Teamfight Tactics,https://www.youtube.com/watch?v=Zi_uu1I1ZuQ,2022-02-27,24235,,"['mort tft', 'tft', 'teamfight tactics', 'teamfight tactics guide', 'teamfight tactics strategy', 'teamfight tactics gameplay', 'teamfight tactics build', 'teamfight tactics op', 'team fight tactics', 'lol', 'tft guide', 'how to tft', 'best comps tft', 'lol tft', 'tft gameplay', 'auto chess lol', 'lol teamfight tactics', 'mort teamfight tactics', 'mortdog', 'mortdog tft', 'mortdog teamfight tactics', 'League of Legends', 'Riot', 'TFT Reckoning', 'Reckoning', 'TFT Set 5', 'Set 5']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135
Mortdog,Jhinnovators - A nice staple remains good | TFT Neon Nights | Teamfight Tactics,https://www.youtube.com/watch?v=hi7q0eTZagI,2022-02-26,14968,,"['mort tft', 'tft', 'teamfight tactics', 'teamfight tactics guide', 'teamfight tactics strategy', 'teamfight tactics gameplay', 'teamfight tactics build', 'teamfight tactics op', 'team fight tactics', 'lol', 'tft guide', 'how to tft', 'best comps tft', 'lol tft', 'tft gameplay', 'auto chess lol', 'lol teamfight tactics', 'mort teamfight tactics', 'mortdog', 'mortdog tft', 'mortdog teamfight tactics', 'League of Legends', 'Riot', 'TFT Reckoning', 'Reckoning', 'TFT Set 5', 'Set 5']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135
Mortdog,VIP Draven - Who turned on Dev Hacks?? | TFT Neon Nights | Teamfight Tactics,https://www.youtube.com/watch?v=UzKekYOzFxA,2022-02-25,25148,,"['mort tft', 'tft', 'teamfight tactics', 'teamfight tactics guide', 'teamfight tactics strategy', 'teamfight tactics gameplay', 'teamfight tactics build', 'teamfight tactics op', 'team fight tactics', 'lol', 'tft guide', 'how to tft', 'best comps tft', 'lol tft', 'tft gameplay', 'auto chess lol', 'lol teamfight tactics', 'mort teamfight tactics', 'mortdog', 'mortdog tft', 'mortdog teamfight tactics', 'League of Legends', 'Riot', 'TFT Reckoning', 'Reckoning', 'TFT Set 5', 'Set 5']","<Stream: itag=""397"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""av01.0.04M.08.0.110.06.01.06.0"" progressive=""False"" type=""video"">",30,397
Mortdog,Cyber Kha'Zix - Getting me to Masters | TFT Neon Nights | Teamfight Tactics,https://www.youtube.com/watch?v=s3rfZAia7q8,2022-02-24,23195,,"['mort tft', 'tft', 'teamfight tactics', 'teamfight tactics guide', 'teamfight tactics strategy', 'teamfight tactics gameplay', 'teamfight tactics build', 'teamfight tactics op', 'team fight tactics', 'lol', 'tft guide', 'how to tft', 'best comps tft', 'lol tft', 'tft gameplay', 'auto chess lol', 'lol teamfight tactics', 'mort teamfight tactics', 'mortdog', 'mortdog tft', 'mortdog teamfight tactics', 'League of Legends', 'Riot', 'TFT Reckoning', 'Reckoning', 'TFT Set 5', 'Set 5']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135
Mortdog,Assassin Irelia - Deleting backlines all day | TFT Neon Nights | Teamfight Tactics,https://www.youtube.com/watch?v=6LApMKMuYO8,2022-02-23,26600,,"['mort tft', 'tft', 'teamfight tactics', 'teamfight tactics guide', 'teamfight tactics strategy', 'teamfight tactics gameplay', 'teamfight tactics build', 'teamfight tactics op', 'team fight tactics', 'lol', 'tft guide', 'how to tft', 'best comps tft', 'lol tft', 'tft gameplay', 'auto chess lol', 'lol teamfight tactics', 'mort teamfight tactics', 'mortdog', 'mortdog tft', 'mortdog teamfight tactics', 'League of Legends', 'Riot', 'TFT Reckoning', 'Reckoning', 'TFT Set 5', 'Set 5']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135
Mortdog,5 Socialite Khazix | TFT Neon Nights | Mortdog Clips,https://www.youtube.com/watch?v=RftsoJJccyc,2022-02-22,18044,,"['mort tft', 'tft', 'teamfight tactics', 'teamfight tactics guide', 'teamfight tactics strategy', 'teamfight tactics gameplay', 'teamfight tactics build', 'teamfight tactics op', 'team fight tactics', 'lol', 'tft guide', 'how to tft', 'best comps tft', 'lol tft', 'tft gameplay', 'auto chess lol', 'lol teamfight tactics', 'mort teamfight tactics', 'mortdog', 'mortdog tft', 'mortdog teamfight tactics', 'League of Legends', 'Riot', 'TFT Reckoning', 'Reckoning', 'TFT Set 5', 'Set 5']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135
Mortdog,Double Trynd! - Prepare for Trouble | TFT Neon Nights | Teamfight Tactics,https://www.youtube.com/watch?v=gIkzWBZ-1u4,2022-02-22,19367,,"['mort tft', 'tft', 'teamfight tactics', 'teamfight tactics guide', 'teamfight tactics strategy', 'teamfight tactics gameplay', 'teamfight tactics build', 'teamfight tactics op', 'team fight tactics', 'lol', 'tft guide', 'how to tft', 'best comps tft', 'lol tft', 'tft gameplay', 'auto chess lol', 'lol teamfight tactics', 'mort teamfight tactics', 'mortdog', 'mortdog tft', 'mortdog teamfight tactics', 'League of Legends', 'Riot', 'TFT Reckoning', 'Reckoning', 'TFT Set 5', 'Set 5']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135
