image_name,champion_onehot,champion_name
image_202.jpg,85,Background
image_203.jpg,85,Background
image_204.jpg,85,Background
image_205.jpg,28,Gangplank
image_206.jpg,85,Background
image_207.jpg,85,Background
image_208.jpg,85,Background
image_209.jpg,17,Quinn
image_210.jpg,11,Twitch
image_211.jpg,23,Warwick
image_212.jpg,10,Singed
image_213.jpg,10,Singed
image_214.jpg,5,Illaoi
image_215.jpg,2,Camille
image_216.jpg,85,Background
image_217.jpg,85,Background
image_218.jpg,85,Background
image_219.jpg,85,Background
image_220.jpg,85,Background
image_221.jpg,85,Background
image_222.jpg,28,Gangplank
image_223.jpg,17,Quinn
image_224.jpg,85,Background
image_225.jpg,85,Background
image_226.jpg,85,Background
image_227.jpg,14,Blitzcrank
image_228.jpg,65,Garen
image_229.jpg,30,Leona
image_230.jpg,7,Kassadin
image_231.jpg,9,Poppy
image_232.jpg,5,Illaoi
image_233.jpg,2,Camille
image_234.jpg,28,Gangplank
image_235.jpg,28,Gangplank
image_236.jpg,17,Quinn
image_237.jpg,80,Urgot
image_238.jpg,32,Malzahar
image_239.jpg,77,Lux
image_240.jpg,26,Cho'Gath
image_241.jpg,50,Vi
image_242.jpg,7,Kassadin
image_243.jpg,51,Galio
image_244.jpg,17,Quinn
image_245.jpg,79,Sion
image_246.jpg,17,Quinn
image_247.jpg,74,Taric
image_248.jpg,68,Tristana
image_249.jpg,78,Fiora
image_250.jpg,50,Vi
image_251.jpg,51,Galio
image_252.jpg,78,Fiora
image_253.jpg,79,Sion
image_254.jpg,48,Seraphine
image_255.jpg,74,Taric
image_256.jpg,52,Jayce
image_257.jpg,83,Yuumi
image_258.jpg,17,Quinn
image_259.jpg,54,Kai'Sa
image_260.jpg,23,Warwick
image_261.jpg,50,Vi
image_262.jpg,78,Fiora
image_263.jpg,81,Yone
image_264.jpg,51,Galio
image_265.jpg,78,Fiora
image_266.jpg,79,Sion
image_267.jpg,48,Seraphine
image_268.jpg,74,Taric
image_269.jpg,52,Jayce
image_270.jpg,83,Yuumi
image_271.jpg,79,Sion
image_272.jpg,20,Swain
image_273.jpg,22,Talon
image_274.jpg,14,Blitzcrank
image_275.jpg,51,Galio
image_276.jpg,37,Vex
image_277.jpg,51,Galio
image_278.jpg,78,Fiora
image_279.jpg,79,Sion
image_280.jpg,58,Viktor
image_281.jpg,52,Jayce
image_282.jpg,83,Yuumi
image_283.jpg,14,Blitzcrank
image_284.jpg,9,Poppy
image_285.jpg,30,Leona
image_286.jpg,41,Braum
image_287.jpg,3,Darius
image_288.jpg,51,Galio
image_289.jpg,14,Blitzcrank
image_290.jpg,9,Poppy
image_291.jpg,37,Vex
image_292.jpg,70,Heimerdinger
image_293.jpg,16,Lulu
image_294.jpg,12,Ziggs
image_295.jpg,68,Tristana
image_296.jpg,63,Twisted Fate
image_297.jpg,25,Zyra
image_298.jpg,3,Darius
image_299.jpg,73,Shaco
image_300.jpg,27,Ekko
image_301.jpg,22,Talon
image_302.jpg,11,Twitch
image_303.jpg,14,Blitzcrank
image_304.jpg,9,Poppy
image_305.jpg,70,Heimerdinger
image_306.jpg,16,Lulu
image_307.jpg,12,Ziggs
image_308.jpg,68,Tristana
image_309.jpg,37,Vex
image_310.jpg,24,Zilean
image_311.jpg,4,Ezreal
image_312.jpg,11,Twitch
image_313.jpg,2,Camille
image_314.jpg,10,Singed
image_315.jpg,23,Warwick
image_316.jpg,60,Mechanical Scarab
image_317.jpg,14,Blitzcrank
image_318.jpg,9,Poppy
image_319.jpg,70,Heimerdinger
image_320.jpg,16,Lulu
image_321.jpg,12,Ziggs
image_322.jpg,68,Tristana
image_323.jpg,37,Vex
image_324.jpg,72,Samira
image_325.jpg,44,Jhin
image_326.jpg,17,Quinn
image_327.jpg,23,Warwick
image_328.jpg,81,Yone
image_329.jpg,2,Camille
image_330.jpg,78,Fiora
image_331.jpg,37,Vex
image_332.jpg,9,Poppy
image_333.jpg,14,Blitzcrank
image_334.jpg,16,Lulu
image_335.jpg,70,Heimerdinger
image_336.jpg,76,Janna
image_337.jpg,68,Tristana
image_338.jpg,12,Ziggs
image_339.jpg,32,Malzahar
image_340.jpg,1,Caitlyn
image_341.jpg,67,Kog'Maw
image_342.jpg,64,Graves
image_343.jpg,7,Kassadin
image_344.jpg,75,Dr. Mundo
image_345.jpg,65,Garen
image_346.jpg,37,Vex
image_347.jpg,9,Poppy
image_348.jpg,14,Blitzcrank
image_349.jpg,16,Lulu
image_350.jpg,70,Heimerdinger
image_351.jpg,76,Janna
image_352.jpg,68,Tristana
image_353.jpg,12,Ziggs
image_354.jpg,70,Heimerdinger
image_355.jpg,24,Zilean
image_356.jpg,4,Ezreal
image_357.jpg,27,Ekko
image_358.jpg,11,Twitch
image_359.jpg,10,Singed
image_360.jpg,32,Malzahar
image_361.jpg,75,Dr. Mundo
image_362.jpg,1,Caitlyn
image_363.jpg,67,Kog'Maw
image_364.jpg,64,Graves
image_365.jpg,7,Kassadin
image_366.jpg,65,Garen
image_367.jpg,56,Tahm Kench
image_368.jpg,37,Vex
image_369.jpg,9,Poppy
image_370.jpg,41,Braum
image_371.jpg,16,Lulu
image_372.jpg,70,Heimerdinger
image_373.jpg,76,Janna
image_374.jpg,68,Tristana
image_375.jpg,12,Ziggs
image_376.jpg,44,Jhin
image_377.jpg,48,Seraphine
image_378.jpg,54,Kai'Sa
image_379.jpg,7,Kassadin
image_380.jpg,74,Taric
image_381.jpg,26,Cho'Gath
image_382.jpg,51,Galio
image_383.jpg,41,Braum
image_384.jpg,9,Poppy
image_385.jpg,37,Vex
image_386.jpg,16,Lulu
image_387.jpg,57,Veigar
image_388.jpg,12,Ziggs
image_389.jpg,68,Tristana
image_390.jpg,17,Quinn
image_391.jpg,54,Kai'Sa
image_392.jpg,44,Jhin
image_393.jpg,23,Warwick
image_394.jpg,78,Fiora
image_395.jpg,52,Jayce
image_396.jpg,81,Yone
image_397.jpg,2,Camille
image_398.jpg,62,Mechanical Dragon
image_399.jpg,71,Lissandra
image_400.jpg,10,Singed
image_401.jpg,52,Jayce
image_402.jpg,24,Zilean
image_403.jpg,46,Orianna
image_404.jpg,70,Heimerdinger
image_405.jpg,76,Janna
image_406.jpg,4,Ezreal
image_407.jpg,48,Seraphine
image_408.jpg,63,Twisted Fate
image_409.jpg,66,Katarina
image_410.jpg,83,Yuumi
image_411.jpg,73,Shaco
image_412.jpg,27,Ekko
image_413.jpg,25,Zyra
image_414.jpg,3,Darius
image_415.jpg,41,Braum
image_416.jpg,62,Mechanical Dragon
image_417.jpg,71,Lissandra
image_418.jpg,76,Janna
image_419.jpg,10,Singed
image_420.jpg,24,Zilean
image_421.jpg,46,Orianna
image_422.jpg,70,Heimerdinger
image_423.jpg,52,Jayce
image_424.jpg,4,Ezreal
image_425.jpg,48,Seraphine
image_426.jpg,48,Seraphine
image_427.jpg,50,Vi
image_428.jpg,30,Leona
image_429.jpg,30,Leona
image_430.jpg,81,Yone
image_431.jpg,76,Janna
image_432.jpg,41,Braum
image_433.jpg,78,Fiora
image_434.jpg,74,Taric
image_435.jpg,27,Ekko
image_436.jpg,22,Talon
image_437.jpg,82,Akali
image_438.jpg,3,Darius
image_439.jpg,63,Twisted Fate
image_440.jpg,2,Camille
image_441.jpg,41,Braum
image_442.jpg,73,Shaco
image_443.jpg,77,Lux
image_444.jpg,66,Katarina
image_445.jpg,53,Jinx
image_446.jpg,64,Graves
image_447.jpg,28,Gangplank
image_448.jpg,80,Urgot
image_449.jpg,30,Leona
image_450.jpg,81,Yone
image_451.jpg,65,Garen
image_452.jpg,82,Akali
image_453.jpg,22,Talon
image_454.jpg,27,Ekko
image_455.jpg,3,Darius
image_456.jpg,25,Zyra
image_457.jpg,41,Braum
image_458.jpg,63,Twisted Fate
image_459.jpg,46,Orianna
image_460.jpg,73,Shaco
image_461.jpg,79,Sion
image_462.jpg,14,Blitzcrank
image_463.jpg,26,Cho'Gath
image_464.jpg,65,Garen
image_465.jpg,7,Kassadin
image_466.jpg,20,Swain
image_467.jpg,8,Nocturne
image_468.jpg,19,Sejuani
image_469.jpg,40,Alistar
image_470.jpg,6,Jarvan IV
image_471.jpg,50,Vi
image_472.jpg,58,Viktor
image_473.jpg,31,Lucian
image_474.jpg,21,Syndra
image_475.jpg,55,Silco
image_476.jpg,8,Nocturne
image_477.jpg,22,Talon
image_478.jpg,45,Kha'Zix
image_479.jpg,27,Ekko
image_480.jpg,30,Leona
image_481.jpg,14,Blitzcrank
image_482.jpg,20,Swain
image_483.jpg,31,Lucian
image_484.jpg,19,Sejuani
image_485.jpg,40,Alistar
image_486.jpg,50,Vi
image_487.jpg,6,Jarvan IV
image_488.jpg,58,Viktor
image_489.jpg,49,Sivir
image_490.jpg,21,Syndra
image_491.jpg,55,Silco
image_492.jpg,8,Nocturne
image_493.jpg,22,Talon
image_494.jpg,45,Kha'Zix
image_495.jpg,27,Ekko
image_496.jpg,30,Leona
image_497.jpg,14,Blitzcrank
image_498.jpg,36,Tryndamere
image_499.jpg,18,Rek'Sai
image_500.jpg,23,Warwick
image_501.jpg,7,Kassadin
image_502.jpg,38,Zac
image_503.jpg,47,Renata
image_504.jpg,32,Malzahar
image_505.jpg,45,Kha'Zix
image_506.jpg,30,Leona
image_507.jpg,59,Zeri
image_508.jpg,46,Orianna
image_509.jpg,56,Tahm Kench
image_510.jpg,52,Jayce
image_511.jpg,34,Morgana
image_512.jpg,41,Braum
image_513.jpg,50,Vi
image_514.jpg,36,Tryndamere
image_515.jpg,18,Rek'Sai
image_516.jpg,23,Warwick
image_517.jpg,7,Kassadin
image_518.jpg,38,Zac
image_519.jpg,47,Renata
image_520.jpg,32,Malzahar
image_521.jpg,45,Kha'Zix
image_522.jpg,21,Syndra
image_523.jpg,42,Draven
image_524.jpg,59,Zeri
image_525.jpg,2,Camille
image_526.jpg,44,Jhin
image_527.jpg,0,Brand
image_528.jpg,30,Leona
image_529.jpg,36,Tryndamere
image_530.jpg,18,Rek'Sai
image_531.jpg,7,Kassadin
image_532.jpg,38,Zac
image_533.jpg,47,Renata
image_534.jpg,54,Kai'Sa
image_535.jpg,58,Viktor
image_536.jpg,45,Kha'Zix
image_537.jpg,21,Syndra
image_538.jpg,42,Draven
image_539.jpg,59,Zeri
image_540.jpg,44,Jhin
image_541.jpg,0,Brand
image_542.jpg,55,Silco
image_543.jpg,41,Braum
image_544.jpg,30,Leona
image_545.jpg,38,Zac
image_546.jpg,10,Singed
image_547.jpg,11,Twitch
image_548.jpg,8,Nocturne
image_549.jpg,8,Nocturne
image_550.jpg,32,Malzahar
image_551.jpg,7,Kassadin
image_552.jpg,18,Rek'Sai
image_553.jpg,5,Illaoi
image_554.jpg,38,Zac
image_555.jpg,36,Tryndamere
image_556.jpg,23,Warwick
image_557.jpg,10,Singed
image_558.jpg,11,Twitch
image_559.jpg,18,Rek'Sai
image_560.jpg,6,Jarvan IV
image_561.jpg,14,Blitzcrank
image_562.jpg,29,Gnar
image_563.jpg,4,Ezreal
image_564.jpg,38,Zac
image_565.jpg,36,Tryndamere
image_566.jpg,10,Singed
image_567.jpg,8,Nocturne
image_568.jpg,11,Twitch
image_569.jpg,18,Rek'Sai
image_570.jpg,23,Warwick
image_571.jpg,30,Leona
image_572.jpg,36,Tryndamere
image_573.jpg,38,Zac
image_574.jpg,38,Zac
image_575.jpg,28,Gangplank
image_576.jpg,10,Singed
image_577.jpg,8,Nocturne
image_578.jpg,31,Lucian
image_579.jpg,11,Twitch
image_580.jpg,17,Quinn
image_581.jpg,49,Sivir
image_582.jpg,33,Miss Fortune
image_583.jpg,36,Tryndamere
image_584.jpg,26,Cho'Gath
image_585.jpg,38,Zac
image_586.jpg,28,Gangplank
image_587.jpg,10,Singed
image_588.jpg,8,Nocturne
image_589.jpg,31,Lucian
image_590.jpg,11,Twitch
image_591.jpg,24,Zilean
image_592.jpg,8,Nocturne
image_593.jpg,4,Ezreal
image_594.jpg,27,Ekko
image_595.jpg,84,Target Dummy
image_596.jpg,2,Camille
image_597.jpg,60,Mechanical Scarab
image_598.jpg,84,Target Dummy
image_599.jpg,38,Zac
image_600.jpg,28,Gangplank
image_601.jpg,10,Singed
image_602.jpg,8,Nocturne
image_603.jpg,19,Sejuani
image_604.jpg,29,Gnar
image_605.jpg,32,Malzahar
image_606.jpg,7,Kassadin
image_607.jpg,18,Rek'Sai
image_608.jpg,20,Swain
image_609.jpg,21,Syndra
image_610.jpg,22,Talon
image_611.jpg,21,Syndra
image_612.jpg,0,Brand
image_613.jpg,7,Kassadin
image_614.jpg,30,Leona
image_615.jpg,23,Warwick
image_616.jpg,38,Zac
image_617.jpg,28,Gangplank
image_618.jpg,10,Singed
image_619.jpg,36,Tryndamere
image_620.jpg,31,Lucian
image_621.jpg,11,Twitch
image_622.jpg,29,Gnar
image_623.jpg,18,Rek'Sai
image_624.jpg,6,Jarvan IV
image_625.jpg,14,Blitzcrank
image_626.jpg,43,Irelia
image_627.jpg,27,Ekko
image_628.jpg,7,Kassadin
image_629.jpg,36,Tryndamere
image_630.jpg,38,Zac
image_631.jpg,56,Tahm Kench
image_632.jpg,23,Warwick
image_633.jpg,47,Renata
image_634.jpg,47,Renata
image_635.jpg,58,Viktor
image_636.jpg,22,Talon
image_637.jpg,36,Tryndamere
image_638.jpg,42,Draven
image_639.jpg,23,Warwick
image_640.jpg,47,Renata
image_641.jpg,54,Kai'Sa
image_642.jpg,36,Tryndamere
image_643.jpg,56,Tahm Kench
image_644.jpg,38,Zac
image_645.jpg,23,Warwick
image_646.jpg,7,Kassadin
image_647.jpg,58,Viktor
image_648.jpg,47,Renata
image_649.jpg,47,Renata
image_650.jpg,58,Viktor
image_651.jpg,53,Jinx
image_652.jpg,4,Ezreal
image_653.jpg,29,Gnar
image_654.jpg,56,Tahm Kench
image_655.jpg,6,Jarvan IV
image_656.jpg,14,Blitzcrank
image_657.jpg,43,Irelia
image_658.jpg,27,Ekko
image_659.jpg,36,Tryndamere
image_660.jpg,23,Warwick
image_661.jpg,38,Zac
image_662.jpg,56,Tahm Kench
image_663.jpg,47,Renata
image_664.jpg,58,Viktor
image_665.jpg,47,Renata
image_666.jpg,55,Silco
image_667.jpg,58,Viktor
image_668.jpg,54,Kai'Sa
image_669.jpg,22,Talon
image_670.jpg,42,Draven
image_671.jpg,36,Tryndamere
image_672.jpg,47,Renata
image_673.jpg,23,Warwick
image_674.jpg,30,Leona
image_675.jpg,41,Braum
image_676.jpg,14,Blitzcrank
image_677.jpg,12,Ziggs
image_678.jpg,16,Lulu
image_679.jpg,37,Vex
image_680.jpg,3,Darius
image_681.jpg,25,Zyra
image_682.jpg,13,Ashe
image_683.jpg,3,Darius
image_684.jpg,9,Poppy
image_685.jpg,14,Blitzcrank
image_686.jpg,12,Ziggs
image_687.jpg,16,Lulu
image_688.jpg,37,Vex
image_689.jpg,12,Ziggs
image_690.jpg,32,Malzahar
image_691.jpg,0,Brand
image_692.jpg,37,Vex
image_693.jpg,9,Poppy
image_694.jpg,14,Blitzcrank
image_695.jpg,12,Ziggs
image_696.jpg,35,Senna
image_697.jpg,16,Lulu
image_698.jpg,37,Vex
image_699.jpg,9,Poppy
image_700.jpg,17,Quinn
image_701.jpg,28,Gangplank
image_702.jpg,17,Quinn
image_703.jpg,5,Illaoi
image_704.jpg,5,Illaoi
image_705.jpg,14,Blitzcrank
image_706.jpg,14,Blitzcrank
image_707.jpg,12,Ziggs
image_708.jpg,35,Senna
image_709.jpg,16,Lulu
image_710.jpg,37,Vex
image_711.jpg,9,Poppy
image_712.jpg,21,Syndra
image_713.jpg,25,Zyra
image_714.jpg,9,Poppy
image_715.jpg,34,Morgana
image_716.jpg,7,Kassadin
image_717.jpg,3,Darius
image_718.jpg,37,Vex
image_719.jpg,14,Blitzcrank
image_720.jpg,12,Ziggs
image_721.jpg,46,Orianna
image_722.jpg,16,Lulu
image_723.jpg,35,Senna
image_724.jpg,34,Morgana
image_725.jpg,32,Malzahar
image_726.jpg,19,Sejuani
image_727.jpg,18,Rek'Sai
image_728.jpg,7,Kassadin
image_729.jpg,6,Jarvan IV
image_730.jpg,37,Vex
image_731.jpg,14,Blitzcrank
image_732.jpg,12,Ziggs
image_733.jpg,34,Morgana
image_734.jpg,12,Ziggs
image_735.jpg,32,Malzahar
image_736.jpg,0,Brand
image_737.jpg,34,Morgana
image_738.jpg,37,Vex
image_739.jpg,9,Poppy
image_740.jpg,21,Syndra
image_741.jpg,35,Senna
image_742.jpg,22,Talon
image_743.jpg,8,Nocturne
image_744.jpg,7,Kassadin
image_745.jpg,30,Leona
image_746.jpg,32,Malzahar
image_747.jpg,19,Sejuani
image_748.jpg,18,Rek'Sai
image_749.jpg,7,Kassadin
image_750.jpg,6,Jarvan IV
image_751.jpg,14,Blitzcrank
image_752.jpg,37,Vex
image_753.jpg,34,Morgana
image_754.jpg,12,Ziggs
image_755.jpg,35,Senna
image_756.jpg,16,Lulu
image_757.jpg,46,Orianna
image_758.jpg,24,Zilean
image_759.jpg,32,Malzahar
image_760.jpg,46,Orianna
image_761.jpg,12,Ziggs
image_762.jpg,34,Morgana
image_763.jpg,37,Vex
image_764.jpg,9,Poppy
image_765.jpg,20,Swain
image_766.jpg,29,Gnar
image_767.jpg,37,Vex
image_768.jpg,34,Morgana
image_769.jpg,12,Ziggs
image_770.jpg,35,Senna
image_771.jpg,16,Lulu
image_772.jpg,46,Orianna
image_773.jpg,24,Zilean
image_774.jpg,21,Syndra
image_775.jpg,25,Zyra
image_776.jpg,13,Ashe
image_777.jpg,41,Braum
image_778.jpg,34,Morgana
image_779.jpg,3,Darius
image_780.jpg,29,Gnar
image_781.jpg,37,Vex
image_782.jpg,46,Orianna
image_783.jpg,35,Senna
image_784.jpg,16,Lulu
image_785.jpg,58,Viktor
image_786.jpg,24,Zilean
image_787.jpg,32,Malzahar
image_788.jpg,19,Sejuani
image_789.jpg,18,Rek'Sai
image_790.jpg,26,Cho'Gath
image_791.jpg,8,Nocturne
image_792.jpg,0,Brand
image_793.jpg,7,Kassadin
image_794.jpg,21,Syndra
image_795.jpg,30,Leona
image_796.jpg,22,Talon
image_797.jpg,21,Syndra
image_798.jpg,25,Zyra
image_799.jpg,13,Ashe
image_800.jpg,34,Morgana
image_801.jpg,41,Braum
image_802.jpg,34,Morgana
image_803.jpg,3,Darius
image_804.jpg,56,Tahm Kench
image_805.jpg,3,Darius
image_806.jpg,34,Morgana
image_807.jpg,41,Braum
image_808.jpg,32,Malzahar
image_809.jpg,13,Ashe
image_810.jpg,25,Zyra
image_811.jpg,39,Ahri
image_812.jpg,46,Orianna
image_813.jpg,48,Seraphine
image_814.jpg,35,Senna
image_815.jpg,55,Silco
image_816.jpg,41,Braum
image_817.jpg,34,Morgana
image_818.jpg,25,Zyra
image_819.jpg,39,Ahri
image_820.jpg,3,Darius
image_821.jpg,41,Braum
image_822.jpg,3,Darius
image_823.jpg,34,Morgana
image_824.jpg,56,Tahm Kench
image_825.jpg,32,Malzahar
image_826.jpg,13,Ashe
image_827.jpg,25,Zyra
image_828.jpg,39,Ahri
image_829.jpg,39,Ahri
image_830.jpg,25,Zyra
image_831.jpg,35,Senna
image_832.jpg,46,Orianna
image_833.jpg,34,Morgana
image_834.jpg,3,Darius
image_835.jpg,41,Braum
image_0_batch-data-0.jpg,85,Background
image_1_batch-data-0.jpg,85,Background
image_2_batch-data-0.jpg,85,Background
image_3_batch-data-0.jpg,85,Background
image_4_batch-data-0.jpg,85,Background
image_5_batch-data-0.jpg,85,Background
image_6_batch-data-0.jpg,85,Background
image_7_batch-data-0.jpg,85,Background
image_8_batch-data-0.jpg,85,Background
image_9_batch-data-0.jpg,85,Background
image_10_batch-data-0.jpg,85,Background
image_11_batch-data-0.jpg,85,Background
image_12_batch-data-0.jpg,85,Background
image_13_batch-data-0.jpg,85,Background
image_14_batch-data-0.jpg,85,Background
image_15_batch-data-0.jpg,85,Background
image_16_batch-data-0.jpg,85,Background
image_17_batch-data-0.jpg,85,Background
image_18_batch-data-0.jpg,85,Background
image_19_batch-data-0.jpg,85,Background
image_20_batch-data-0.jpg,85,Background
image_21_batch-data-0.jpg,85,Background
image_22_batch-data-0.jpg,85,Background
image_23_batch-data-0.jpg,85,Background
image_24_batch-data-0.jpg,85,Background
image_25_batch-data-0.jpg,80,Urgot
image_26_batch-data-0.jpg,85,Background
image_27_batch-data-0.jpg,85,Background
image_28_batch-data-0.jpg,85,Background
image_29_batch-data-0.jpg,85,Background
image_30_batch-data-0.jpg,85,Background
image_31_batch-data-0.jpg,85,Background
image_32_batch-data-0.jpg,85,Background
image_33_batch-data-0.jpg,85,Background
image_34_batch-data-0.jpg,85,Background
image_35_batch-data-0.jpg,85,Background
image_36_batch-data-0.jpg,85,Background
image_37_batch-data-0.jpg,85,Background
image_38_batch-data-0.jpg,85,Background
image_39_batch-data-0.jpg,85,Background
image_40_batch-data-0.jpg,85,Background
image_41_batch-data-0.jpg,85,Background
image_42_batch-data-0.jpg,85,Background
image_43_batch-data-0.jpg,85,Background
image_44_batch-data-0.jpg,85,Background
image_45_batch-data-0.jpg,85,Background
image_46_batch-data-0.jpg,85,Background
image_47_batch-data-0.jpg,85,Background
image_48_batch-data-0.jpg,85,Background
image_49_batch-data-0.jpg,85,Background
image_50_batch-data-0.jpg,85,Background
image_51_batch-data-0.jpg,85,Background
image_52_batch-data-0.jpg,85,Background
image_53_batch-data-0.jpg,85,Background
image_54_batch-data-0.jpg,85,Background
image_55_batch-data-0.jpg,85,Background
image_56_batch-data-0.jpg,85,Background
image_57_batch-data-0.jpg,85,Background
image_58_batch-data-0.jpg,85,Background
image_59_batch-data-0.jpg,85,Background
image_60_batch-data-0.jpg,85,Background
image_61_batch-data-0.jpg,85,Background
image_62_batch-data-0.jpg,85,Background
image_63_batch-data-0.jpg,66,Katarina
