youtuber,video_name,frame_name,outcome
K3soju,6 ACADEMY YONE AND KAISA DUO CARRY IS FASTEST WAY TO CLIMB!!  Teamfight Tactics Patch 1122.mp4,frame17370.jpg,0
K3soju,6 ACADEMY YONE AND KAISA DUO CARRY IS FASTEST WAY TO CLIMB!!  Teamfight Tactics Patch 1122.mp4,frame26820.jpg,1
K3soju,6 ARCANIST VIKTOR CARRY WITH RUNIC SHIELD III 600 AP SHIELD!!  Teamfight Tactics Patch 1123.mp4,frame32100.jpg,1
K3soju,6 ARCANIST VIKTOR CARRY WITH RUNIC SHIELD III 600 AP SHIELD!!  Teamfight Tactics Patch 1123.mp4,frame54630.jpg,1
K3soju,6 BRUISER JINX + URGOT DUO AD CARRIES SHRED ALL ENEMIES!!  Teamfight Tactics Patch 1123.mp4,frame8280.jpg,1
K3soju,6 SCHOLAR YUUMI INFINITE MANA TO ULT STUN AND SHIELD WHOLE TEAM!!  Teamfight Tactics Patch 1124.mp4,frame38100.jpg,1
K3soju,6 SCHOLAR YUUMI INFINITE MANA TO ULT STUN AND SHIELD WHOLE TEAM!!  Teamfight Tactics Patch 1124.mp4,frame43890.jpg,1
K3soju,6 SCHOLAR YUUMI INFINITE MANA TO ULT STUN AND SHIELD WHOLE TEAM!!  Teamfight Tactics Patch 1124.mp4,frame51630.jpg,1
K3soju,6 SCHOLAR YUUMI INFINITE MANA TO ULT STUN AND SHIELD WHOLE TEAM!!  Teamfight Tactics Patch 1124.mp4,frame60390.jpg,0
K3soju,6 SNIPER URGOT CARRY DOES 30 BONUS DAMAGE PER HEX!!  Teamfight Tactics Patch 1123.mp4,frame14520.jpg,1
K3soju,6 SNIPER URGOT CARRY DOES 30 BONUS DAMAGE PER HEX!!  Teamfight Tactics Patch 1123.mp4,frame17730.jpg,1
K3soju,6 SNIPER URGOT CARRY DOES 30 BONUS DAMAGE PER HEX!!  Teamfight Tactics Patch 1123.mp4,frame19500.jpg,1
K3soju,6 SNIPER URGOT CARRY DOES 30 BONUS DAMAGE PER HEX!!  Teamfight Tactics Patch 1123.mp4,frame24390.jpg,0
K3soju,6 SNIPER URGOT CARRY DOES 30 BONUS DAMAGE PER HEX!!  Teamfight Tactics Patch 1123.mp4,frame27330.jpg,1
K3soju,6 SNIPER URGOT CARRY DOES 30 BONUS DAMAGE PER HEX!!  Teamfight Tactics Patch 1123.mp4,frame47070.jpg,0
K3soju,6 SNIPER URGOT CARRY DOES 30 BONUS DAMAGE PER HEX!!  Teamfight Tactics Patch 1123.mp4,frame48840.jpg,1
K3soju,6 SNIPER URGOT CARRY DOES 30 BONUS DAMAGE PER HEX!!  Teamfight Tactics Patch 1123.mp4,frame58110.jpg,1
K3soju,6 SNIPER URGOT CARRY DOES 30 BONUS DAMAGE PER HEX!!  Teamfight Tactics Patch 1123.mp4,frame59760.jpg,1
K3soju,7 CHEMTECH JINX CARRY FROM 5 MERCENARY HIGHROLL OPENER!!  Teamfight Tactics Patch 122.mp4,frame36540.jpg,1
K3soju,7 CHEMTECH JINX CARRY FROM 5 MERCENARY HIGHROLL OPENER!!  Teamfight Tactics Patch 122.mp4,frame39480.jpg,1
K3soju,7 CHEMTECH JINX CARRY FROM 5 MERCENARY HIGHROLL OPENER!!  Teamfight Tactics Patch 122.mp4,frame52530.jpg,1
K3soju,7 CHEMTECH JINX CARRY FROM 5 MERCENARY HIGHROLL OPENER!!  Teamfight Tactics Patch 122.mp4,frame59190.jpg,1
K3soju,7 CHEMTECH JINX CARRY FROM 5 MERCENARY HIGHROLL OPENER!!  Teamfight Tactics Patch 122.mp4,frame60780.jpg,1
K3soju,7 INNOVATOR AND 6 SCHOLAR HEXTECH DRAGON 10 UNIT HIGHROLL BOARD!!  Teamfight Tactics Patch 1124.mp4,frame9270.jpg,1
K3soju,7 INNOVATOR AND 6 SCHOLAR HEXTECH DRAGON 10 UNIT HIGHROLL BOARD!!  Teamfight Tactics Patch 1124.mp4,frame57840.jpg,1
K3soju,7 INNOVATOR AND 6 SCHOLAR HEXTECH DRAGON 10 UNIT HIGHROLL BOARD!!  Teamfight Tactics Patch 1124.mp4,frame62070.jpg,1
K3soju,7 MUTANT VOIDBORNE EXECUTE WITH 80 TRUE DAMAGE BUFF!!  Teamfight Tactics Patch 124.mp4,frame23100.jpg,1
K3soju,7 MUTANT VOIDBORNE EXECUTE WITH 80 TRUE DAMAGE BUFF!!  Teamfight Tactics Patch 124.mp4,frame26340.jpg,1
K3soju,7 MUTANT VOIDBORNE EXECUTE WITH 80 TRUE DAMAGE BUFF!!  Teamfight Tactics Patch 124.mp4,frame31950.jpg,0
K3soju,7 MUTANT VOIDBORNE EXECUTE WITH 80 TRUE DAMAGE BUFF!!  Teamfight Tactics Patch 124.mp4,frame41790.jpg,0
K3soju,7 MUTANT VOIDBORNE EXECUTE WITH 80 TRUE DAMAGE BUFF!!  Teamfight Tactics Patch 124.mp4,frame51840.jpg,0
K3soju,7 MUTANT VOIDBORNE EXECUTE WITH 80 TRUE DAMAGE BUFF!!  Teamfight Tactics Patch 124.mp4,frame56970.jpg,0
K3soju,7 SYNDICATE 3 STAR AP CRIT BRAUM FRONTLINE ONE-SHOT ULT!!  Teamfight Tactics Patch 122.mp4,frame19290.jpg,0
K3soju,7 SYNDICATE 3 STAR AP CRIT BRAUM FRONTLINE ONE-SHOT ULT!!  Teamfight Tactics Patch 122.mp4,frame38760.jpg,1
K3soju,7 SYNDICATE 3 STAR AP CRIT BRAUM FRONTLINE ONE-SHOT ULT!!  Teamfight Tactics Patch 122.mp4,frame60450.jpg,1
K3soju,7 SYNDICATE AKALI ASSASSIN CARRY IS THE FREEST FIRST!!  Teamfight Tactics Patch 1122.mp4,frame57060.jpg,1
K3soju,8 ARCANIST VEX GIGA +125 AP SHIELD AND BURST DAMAGE!!  Teamfight Tactics Patch 1122.mp4,frame47490.jpg,1
K3soju,ARCANIST LUX CARRY WITH BEST IN SLOT GIANTSLAYER LAZER BEAM ULT!!  Teamfight Tactics SET 6 PBE.mp4,frame51060.jpg,0
K3soju,ASSASSIN CLAPIO CARRY WITH 3 SOCIALITE GIGA-BUFFS!!  Teamfight Tactics Patch 1124.mp4,frame59760.jpg,1
K3soju,ASSASSIN CLAPIO CARRY WITH 3 SOCIALITE GIGA-BUFFS!!  Teamfight Tactics Patch 1124.mp4,frame64170.jpg,1
K3soju,CHEMTECH JAYCE FRONTLINE TANK CARRY SLAMS DOWN ON ENEMIES!!  Teamfight Tactics Patch 1124.mp4,frame24930.jpg,1
K3soju,GOLD COLLECTOR JINX FARMS INFINITE ECON WITH RETURNING ORNN ITEM!!  Teamfight Tactics Patch 1122.mp4,frame60840.jpg,1
K3soju,JINX AND JAYCE DUO LEGENDARY CARRIES WITH GIGA-HIGHROLL SCRAP OPENER!!  Teamfight Tactics SET 6 PBE.mp4,frame59760.jpg,1
K3soju,NEW 7 DEBONAIR GIVES ALL CARRIES INSANE BONUS BUFFS!!  Teamfight Tactics Patch 124.mp4,frame61440.jpg,1
K3soju,NEW SET 6 KOGMAW 3 CARRY WITH 5 MUTANT PREDATOR BUFF!!  Teamfight Tactics SET 6 PBE.mp4,frame34650.jpg,1
K3soju,NEW SET 6 KOGMAW 3 CARRY WITH 5 MUTANT PREDATOR BUFF!!  Teamfight Tactics SET 6 PBE.mp4,frame54240.jpg,0
K3soju,PERFECT ITEM BIS KAISA CARRY IS THE ULTIMATE COMP!!  Teamfight Tactics Patch 121.mp4,frame42960.jpg,0
K3soju,RADIANT STATIKK SHIV ZERI CARRY SHOCKS ENTIRE ENEMY BOARD!!  Teamfight Tactics Patch 125.mp4,frame54930.jpg,1
K3soju,RADIANT STATIKK SHIV ZERI CARRY SHOCKS ENTIRE ENEMY BOARD!!  Teamfight Tactics Patch 125.mp4,frame60150.jpg,1
K3soju,SILCO AND 7 INNOVATOR DRAGON BUFFS ARE OP!!  Teamfight Tactics Patch 125.mp4,frame51900.jpg,1
K3soju,SILCO AND 7 INNOVATOR DRAGON BUFFS ARE OP!!  Teamfight Tactics Patch 125.mp4,frame56880.jpg,1
