youtuber,video_name,frame_name,y
Mortdog,3 Mutant Chogath - Augments are crazy!!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame50130.jpg,
Mortdog,3 Mutant Chogath - Augments are crazy!!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame5160.jpg,
Mortdog,3 Mutant Chogath - Augments are crazy!!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame52170.jpg,
Mortdog,3 Mutant Chogath - Augments are crazy!!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame53670.jpg,
Mortdog,3 Mutant Chogath - Augments are crazy!!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame54990.jpg,
Mortdog,3 Mutant Chogath - Augments are crazy!!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame56760.jpg,
Mortdog,3 Mutant Chogath - Augments are crazy!!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame58500.jpg,
Mortdog,3 Mutant Chogath - Augments are crazy!!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame60990.jpg,
Mortdog,3 Mutant Chogath - Augments are crazy!!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame62670.jpg,
Mortdog,3 Mutant Chogath - Augments are crazy!!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame64020.jpg,
Mortdog,3 Mutant Chogath - Augments are crazy!!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame65430.jpg,
Mortdog,3 Mutant Chogath - Augments are crazy!!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame67200.jpg,
Mortdog,3 Mutant Chogath - Augments are crazy!!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame68880.jpg,
Mortdog,3 Mutant Chogath - Augments are crazy!!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame7050.jpg,
Mortdog,3 Mutant Chogath - Augments are crazy!!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame71040.jpg,
Mortdog,3 Mutant Chogath - Augments are crazy!!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame840.jpg,
Mortdog,3 Mutant Chogath - Augments are crazy!!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame8910.jpg,
Mortdog,4 Score Ahri - Gamble with Confidence  TFT Neon Nights  Teamfight Tactics.mp4,frame12510.jpg,
Mortdog,4 Score Ahri - Gamble with Confidence  TFT Neon Nights  Teamfight Tactics.mp4,frame14460.jpg,
Mortdog,4 Score Ahri - Gamble with Confidence  TFT Neon Nights  Teamfight Tactics.mp4,frame16230.jpg,
Mortdog,4 Score Ahri - Gamble with Confidence  TFT Neon Nights  Teamfight Tactics.mp4,frame17910.jpg,
Mortdog,4 Score Ahri - Gamble with Confidence  TFT Neon Nights  Teamfight Tactics.mp4,frame19800.jpg,
Mortdog,4 Score Ahri - Gamble with Confidence  TFT Neon Nights  Teamfight Tactics.mp4,frame2010.jpg,
Mortdog,4 Score Ahri - Gamble with Confidence  TFT Neon Nights  Teamfight Tactics.mp4,frame22620.jpg,
Mortdog,4 Score Ahri - Gamble with Confidence  TFT Neon Nights  Teamfight Tactics.mp4,frame25680.jpg,
Mortdog,4 Score Ahri - Gamble with Confidence  TFT Neon Nights  Teamfight Tactics.mp4,frame27660.jpg,
Mortdog,4 Score Ahri - Gamble with Confidence  TFT Neon Nights  Teamfight Tactics.mp4,frame29310.jpg,
Mortdog,4 Score Ahri - Gamble with Confidence  TFT Neon Nights  Teamfight Tactics.mp4,frame30660.jpg,
Mortdog,4 Score Ahri - Gamble with Confidence  TFT Neon Nights  Teamfight Tactics.mp4,frame32790.jpg,
Mortdog,4 Score Ahri - Gamble with Confidence  TFT Neon Nights  Teamfight Tactics.mp4,frame34890.jpg,
Mortdog,4 Score Ahri - Gamble with Confidence  TFT Neon Nights  Teamfight Tactics.mp4,frame38070.jpg,
Mortdog,4 Score Ahri - Gamble with Confidence  TFT Neon Nights  Teamfight Tactics.mp4,frame3900.jpg,
Mortdog,4 Score Ahri - Gamble with Confidence  TFT Neon Nights  Teamfight Tactics.mp4,frame41220.jpg,
Mortdog,4 Score Ahri - Gamble with Confidence  TFT Neon Nights  Teamfight Tactics.mp4,frame42870.jpg,
Mortdog,4 Score Ahri - Gamble with Confidence  TFT Neon Nights  Teamfight Tactics.mp4,frame44280.jpg,
Mortdog,4 Score Ahri - Gamble with Confidence  TFT Neon Nights  Teamfight Tactics.mp4,frame46290.jpg,
Mortdog,4 Score Ahri - Gamble with Confidence  TFT Neon Nights  Teamfight Tactics.mp4,frame48180.jpg,
Mortdog,4 Score Ahri - Gamble with Confidence  TFT Neon Nights  Teamfight Tactics.mp4,frame51270.jpg,
Mortdog,4 Score Ahri - Gamble with Confidence  TFT Neon Nights  Teamfight Tactics.mp4,frame5310.jpg,
Mortdog,4 Score Ahri - Gamble with Confidence  TFT Neon Nights  Teamfight Tactics.mp4,frame53130.jpg,
Mortdog,4 Score Ahri - Gamble with Confidence  TFT Neon Nights  Teamfight Tactics.mp4,frame54690.jpg,
Mortdog,4 Score Ahri - Gamble with Confidence  TFT Neon Nights  Teamfight Tactics.mp4,frame56070.jpg,
Mortdog,4 Score Ahri - Gamble with Confidence  TFT Neon Nights  Teamfight Tactics.mp4,frame57840.jpg,
Mortdog,4 Score Ahri - Gamble with Confidence  TFT Neon Nights  Teamfight Tactics.mp4,frame59610.jpg,
Mortdog,4 Score Ahri - Gamble with Confidence  TFT Neon Nights  Teamfight Tactics.mp4,frame62280.jpg,
Mortdog,4 Score Ahri - Gamble with Confidence  TFT Neon Nights  Teamfight Tactics.mp4,frame64110.jpg,
Mortdog,4 Score Ahri - Gamble with Confidence  TFT Neon Nights  Teamfight Tactics.mp4,frame65610.jpg,
Mortdog,4 Score Ahri - Gamble with Confidence  TFT Neon Nights  Teamfight Tactics.mp4,frame67080.jpg,
Mortdog,4 Score Ahri - Gamble with Confidence  TFT Neon Nights  Teamfight Tactics.mp4,frame68910.jpg,
Mortdog,4 Score Ahri - Gamble with Confidence  TFT Neon Nights  Teamfight Tactics.mp4,frame7200.jpg,
Mortdog,4 Score Ahri - Gamble with Confidence  TFT Neon Nights  Teamfight Tactics.mp4,frame870.jpg,
Mortdog,4 Score Ahri - Gamble with Confidence  TFT Neon Nights  Teamfight Tactics.mp4,frame9480.jpg,
Mortdog,46 Items! - Insane Meta leads to this  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame11940.jpg,
Mortdog,46 Items! - Insane Meta leads to this  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame13860.jpg,
Mortdog,46 Items! - Insane Meta leads to this  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame15690.jpg,
Mortdog,46 Items! - Insane Meta leads to this  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame17490.jpg,
Mortdog,46 Items! - Insane Meta leads to this  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame19470.jpg,
Mortdog,46 Items! - Insane Meta leads to this  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame1950.jpg,
Mortdog,46 Items! - Insane Meta leads to this  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame22470.jpg,
Mortdog,46 Items! - Insane Meta leads to this  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame25440.jpg,
Mortdog,46 Items! - Insane Meta leads to this  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame27630.jpg,
Mortdog,46 Items! - Insane Meta leads to this  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame29100.jpg,
Mortdog,46 Items! - Insane Meta leads to this  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame30480.jpg,
Mortdog,46 Items! - Insane Meta leads to this  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame32640.jpg,
Mortdog,46 Items! - Insane Meta leads to this  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame34830.jpg,
Mortdog,46 Items! - Insane Meta leads to this  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame3810.jpg,
Mortdog,46 Items! - Insane Meta leads to this  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame38100.jpg,
Mortdog,46 Items! - Insane Meta leads to this  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame41040.jpg,
Mortdog,46 Items! - Insane Meta leads to this  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame42720.jpg,
Mortdog,46 Items! - Insane Meta leads to this  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame44130.jpg,
Mortdog,46 Items! - Insane Meta leads to this  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame46170.jpg,
Mortdog,46 Items! - Insane Meta leads to this  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame48330.jpg,
Mortdog,46 Items! - Insane Meta leads to this  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame51540.jpg,
Mortdog,46 Items! - Insane Meta leads to this  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame5280.jpg,
Mortdog,46 Items! - Insane Meta leads to this  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame53700.jpg,
Mortdog,46 Items! - Insane Meta leads to this  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame55470.jpg,
Mortdog,46 Items! - Insane Meta leads to this  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame56910.jpg,
Mortdog,46 Items! - Insane Meta leads to this  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame59040.jpg,
Mortdog,46 Items! - Insane Meta leads to this  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame61200.jpg,
Mortdog,46 Items! - Insane Meta leads to this  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame64170.jpg,
Mortdog,46 Items! - Insane Meta leads to this  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame66240.jpg,
Mortdog,46 Items! - Insane Meta leads to this  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame67920.jpg,
Mortdog,46 Items! - Insane Meta leads to this  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame69480.jpg,
Mortdog,46 Items! - Insane Meta leads to this  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame7110.jpg,
Mortdog,46 Items! - Insane Meta leads to this  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame71400.jpg,
Mortdog,46 Items! - Insane Meta leads to this  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame870.jpg,
Mortdog,46 Items! - Insane Meta leads to this  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame9090.jpg,
Mortdog,5 Merc Gangplank - 400+ AD is a lot of gold!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame12660.jpg,
Mortdog,5 Merc Gangplank - 400+ AD is a lot of gold!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame15150.jpg,
Mortdog,5 Merc Gangplank - 400+ AD is a lot of gold!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame16920.jpg,
Mortdog,5 Merc Gangplank - 400+ AD is a lot of gold!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame18630.jpg,
Mortdog,5 Merc Gangplank - 400+ AD is a lot of gold!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame2040.jpg,
Mortdog,5 Merc Gangplank - 400+ AD is a lot of gold!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame20790.jpg,
Mortdog,5 Merc Gangplank - 400+ AD is a lot of gold!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame23550.jpg,
Mortdog,5 Merc Gangplank - 400+ AD is a lot of gold!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame26640.jpg,
Mortdog,5 Merc Gangplank - 400+ AD is a lot of gold!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame28530.jpg,
Mortdog,5 Merc Gangplank - 400+ AD is a lot of gold!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame30390.jpg,
Mortdog,5 Merc Gangplank - 400+ AD is a lot of gold!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame31740.jpg,
Mortdog,5 Merc Gangplank - 400+ AD is a lot of gold!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame33540.jpg,
Mortdog,5 Merc Gangplank - 400+ AD is a lot of gold!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame35610.jpg,
Mortdog,5 Merc Gangplank - 400+ AD is a lot of gold!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame38670.jpg,
Mortdog,5 Merc Gangplank - 400+ AD is a lot of gold!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame3900.jpg,
Mortdog,5 Merc Gangplank - 400+ AD is a lot of gold!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame41460.jpg,
Mortdog,5 Merc Gangplank - 400+ AD is a lot of gold!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame43080.jpg,
Mortdog,5 Merc Gangplank - 400+ AD is a lot of gold!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame44520.jpg,
Mortdog,5 Merc Gangplank - 400+ AD is a lot of gold!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame46470.jpg,
Mortdog,5 Merc Gangplank - 400+ AD is a lot of gold!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame48210.jpg,
Mortdog,5 Merc Gangplank - 400+ AD is a lot of gold!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame51030.jpg,
Mortdog,5 Merc Gangplank - 400+ AD is a lot of gold!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame53040.jpg,
Mortdog,5 Merc Gangplank - 400+ AD is a lot of gold!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame5310.jpg,
Mortdog,5 Merc Gangplank - 400+ AD is a lot of gold!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame54570.jpg,
Mortdog,5 Merc Gangplank - 400+ AD is a lot of gold!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame55890.jpg,
Mortdog,5 Merc Gangplank - 400+ AD is a lot of gold!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame7080.jpg,
Mortdog,5 Merc Gangplank - 400+ AD is a lot of gold!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame870.jpg,
Mortdog,5 Merc Gangplank - 400+ AD is a lot of gold!  TFT Gizmos _ Gadgets  Teamfight Tactics.mp4,frame9150.jpg,
Mortdog,5 Socialites - Who balanced this WTF!  TFT Neon Nights  Teamfight Tactics.mp4,frame12780.jpg,
Mortdog,5 Socialites - Who balanced this WTF!  TFT Neon Nights  Teamfight Tactics.mp4,frame14820.jpg,
Mortdog,5 Socialites - Who balanced this WTF!  TFT Neon Nights  Teamfight Tactics.mp4,frame16470.jpg,
Mortdog,5 Socialites - Who balanced this WTF!  TFT Neon Nights  Teamfight Tactics.mp4,frame18240.jpg,
Mortdog,5 Socialites - Who balanced this WTF!  TFT Neon Nights  Teamfight Tactics.mp4,frame20370.jpg,
Mortdog,5 Socialites - Who balanced this WTF!  TFT Neon Nights  Teamfight Tactics.mp4,frame23490.jpg,
Mortdog,5 Socialites - Who balanced this WTF!  TFT Neon Nights  Teamfight Tactics.mp4,frame26520.jpg,
Mortdog,5 Socialites - Who balanced this WTF!  TFT Neon Nights  Teamfight Tactics.mp4,frame28380.jpg,
Mortdog,5 Socialites - Who balanced this WTF!  TFT Neon Nights  Teamfight Tactics.mp4,frame30210.jpg,
Mortdog,5 Socialites - Who balanced this WTF!  TFT Neon Nights  Teamfight Tactics.mp4,frame31560.jpg,
Mortdog,5 Socialites - Who balanced this WTF!  TFT Neon Nights  Teamfight Tactics.mp4,frame33360.jpg,
Mortdog,5 Socialites - Who balanced this WTF!  TFT Neon Nights  Teamfight Tactics.mp4,frame35340.jpg,
Mortdog,5 Socialites - Who balanced this WTF!  TFT Neon Nights  Teamfight Tactics.mp4,frame38340.jpg,
Mortdog,5 Socialites - Who balanced this WTF!  TFT Neon Nights  Teamfight Tactics.mp4,frame41250.jpg,
Mortdog,5 Socialites - Who balanced this WTF!  TFT Neon Nights  Teamfight Tactics.mp4,frame42900.jpg,
Mortdog,5 Socialites - Who balanced this WTF!  TFT Neon Nights  Teamfight Tactics.mp4,frame44310.jpg,
Mortdog,5 Socialites - Who balanced this WTF!  TFT Neon Nights  Teamfight Tactics.mp4,frame46440.jpg,
Mortdog,5 Socialites - Who balanced this WTF!  TFT Neon Nights  Teamfight Tactics.mp4,frame48630.jpg,
