,image_name,champion_onehot,champion_name
166,image_166.jpg,81,Yone
167,image_167.jpg,30,Leona
168,image_168.jpg,23,Warwick
169,image_169.jpg,2,Camille
170,image_170.jpg,72,Samira
171,image_171.jpg,46,Orianna
172,image_172.jpg,17,Quinn
173,image_173.jpg,25,Zyra
174,image_174.jpg,58,Viktor
175,image_175.jpg,24,Zilean
176,image_176.jpg,76,Janna
177,image_177.jpg,74,Taric
178,image_178.jpg,38,Zac
179,image_179.jpg,71,Lissandra
180,image_180.jpg,81,Yone
181,image_181.jpg,30,Leona
182,image_182.jpg,78,Fiora
183,image_183.jpg,2,Camille
184,image_184.jpg,72,Samira
185,image_185.jpg,54,Kai'Sa
186,image_186.jpg,46,Orianna
187,image_187.jpg,17,Quinn
188,image_188.jpg,4,Ezreal
189,image_189.jpg,76,Janna
190,image_190.jpg,74,Taric
191,image_191.jpg,10,Singed
192,image_192.jpg,85,Background
193,image_193.jpg,85,Background
194,image_194.jpg,5,Illaoi
195,image_195.jpg,2,Camille
196,image_196.jpg,85,Background
197,image_197.jpg,85,Background
198,image_198.jpg,85,Background
199,image_199.jpg,85,Background
200,image_200.jpg,85,Background
201,image_201.jpg,85,Background
202,image_202.jpg,85,Background
203,image_203.jpg,85,Background
204,image_204.jpg,85,Background
205,image_205.jpg,28,Gangplank
206,image_206.jpg,85,Background
207,image_207.jpg,85,Background
208,image_208.jpg,85,Background
209,image_209.jpg,17,Quinn
210,image_210.jpg,11,Twitch
211,image_211.jpg,23,Warwick
212,image_212.jpg,10,Singed
213,image_213.jpg,10,Singed
214,image_214.jpg,5,Illaoi
215,image_215.jpg,2,Camille
216,image_216.jpg,85,Background
217,image_217.jpg,85,Background
218,image_218.jpg,85,Background
219,image_219.jpg,85,Background
220,image_220.jpg,85,Background
221,image_221.jpg,85,Background
222,image_222.jpg,28,Gangplank
223,image_223.jpg,17,Quinn
224,image_224.jpg,85,Background
225,image_225.jpg,85,Background
226,image_226.jpg,85,Background
227,image_227.jpg,14,Blitzcrank
228,image_228.jpg,65,Garen
229,image_229.jpg,30,Leona
230,image_230.jpg,7,Kassadin
231,image_231.jpg,9,Poppy
232,image_232.jpg,5,Illaoi
233,image_233.jpg,2,Camille
234,image_234.jpg,28,Gangplank
235,image_235.jpg,28,Gangplank
236,image_236.jpg,17,Quinn
237,image_237.jpg,80,Urgot
238,image_238.jpg,32,Malzahar
239,image_239.jpg,77,Lux
240,image_240.jpg,26,Cho'Gath
241,image_241.jpg,50,Vi
242,image_242.jpg,7,Kassadin
243,image_243.jpg,51,Galio
244,image_244.jpg,17,Quinn
245,image_245.jpg,79,Sion
246,image_246.jpg,17,Quinn
247,image_247.jpg,74,Taric
248,image_248.jpg,68,Tristana
249,image_249.jpg,78,Fiora
250,image_250.jpg,50,Vi
251,image_251.jpg,51,Galio
252,image_252.jpg,78,Fiora
253,image_253.jpg,79,Sion
254,image_254.jpg,48,Seraphine
255,image_255.jpg,74,Taric
256,image_256.jpg,52,Jayce
257,image_257.jpg,83,Yuumi
258,image_258.jpg,17,Quinn
259,image_259.jpg,54,Kai'Sa
260,image_260.jpg,23,Warwick
261,image_261.jpg,50,Vi
262,image_262.jpg,78,Fiora
263,image_263.jpg,81,Yone
264,image_264.jpg,51,Galio
265,image_265.jpg,78,Fiora
266,image_266.jpg,79,Sion
267,image_267.jpg,48,Seraphine
268,image_268.jpg,74,Taric
269,image_269.jpg,52,Jayce
270,image_270.jpg,83,Yuumi
271,image_271.jpg,79,Sion
272,image_272.jpg,20,Swain
273,image_273.jpg,22,Talon
274,image_274.jpg,14,Blitzcrank
275,image_275.jpg,51,Galio
276,image_276.jpg,37,Vex
277,image_277.jpg,51,Galio
278,image_278.jpg,78,Fiora
279,image_279.jpg,79,Sion
280,image_280.jpg,58,Viktor
281,image_281.jpg,52,Jayce
282,image_282.jpg,83,Yuumi
283,image_283.jpg,14,Blitzcrank
284,image_284.jpg,9,Poppy
285,image_285.jpg,30,Leona
286,image_286.jpg,41,Braum
287,image_287.jpg,3,Darius
288,image_288.jpg,51,Galio
289,image_289.jpg,14,Blitzcrank
290,image_290.jpg,9,Poppy
291,image_291.jpg,37,Vex
292,image_292.jpg,70,Heimerdinger
293,image_293.jpg,16,Lulu
294,image_294.jpg,12,Ziggs
295,image_295.jpg,68,Tristana
296,image_296.jpg,63,Twisted Fate
297,image_297.jpg,25,Zyra
298,image_298.jpg,3,Darius
299,image_299.jpg,73,Shaco
300,image_300.jpg,27,Ekko
301,image_301.jpg,22,Talon
302,image_302.jpg,11,Twitch
303,image_303.jpg,14,Blitzcrank
304,image_304.jpg,9,Poppy
305,image_305.jpg,70,Heimerdinger
306,image_306.jpg,16,Lulu
307,image_307.jpg,12,Ziggs
308,image_308.jpg,68,Tristana
309,image_309.jpg,37,Vex
310,image_310.jpg,24,Zilean
311,image_311.jpg,4,Ezreal
312,image_312.jpg,11,Twitch
313,image_313.jpg,2,Camille
314,image_314.jpg,10,Singed
315,image_315.jpg,23,Warwick
316,image_316.jpg,60,Mechanical Scarab
317,image_317.jpg,14,Blitzcrank
318,image_318.jpg,9,Poppy
319,image_319.jpg,70,Heimerdinger
320,image_320.jpg,16,Lulu
321,image_321.jpg,12,Ziggs
322,image_322.jpg,68,Tristana
323,image_323.jpg,37,Vex
324,image_324.jpg,72,Samira
325,image_325.jpg,44,Jhin
326,image_326.jpg,17,Quinn
327,image_327.jpg,23,Warwick
328,image_328.jpg,81,Yone
329,image_329.jpg,2,Camille
330,image_330.jpg,78,Fiora
331,image_331.jpg,37,Vex
332,image_332.jpg,9,Poppy
333,image_333.jpg,14,Blitzcrank
334,image_334.jpg,16,Lulu
335,image_335.jpg,70,Heimerdinger
336,image_336.jpg,76,Janna
337,image_337.jpg,68,Tristana
338,image_338.jpg,12,Ziggs
339,image_339.jpg,32,Malzahar
340,image_340.jpg,1,Caitlyn
341,image_341.jpg,67,Kog'Maw
342,image_342.jpg,64,Graves
343,image_343.jpg,7,Kassadin
344,image_344.jpg,75,Dr. Mundo
345,image_345.jpg,65,Garen
346,image_346.jpg,37,Vex
347,image_347.jpg,9,Poppy
348,image_348.jpg,14,Blitzcrank
349,image_349.jpg,16,Lulu
350,image_350.jpg,70,Heimerdinger
351,image_351.jpg,76,Janna
352,image_352.jpg,68,Tristana
353,image_353.jpg,12,Ziggs
354,image_354.jpg,70,Heimerdinger
355,image_355.jpg,24,Zilean
356,image_356.jpg,4,Ezreal
357,image_357.jpg,27,Ekko
358,image_358.jpg,11,Twitch
359,image_359.jpg,10,Singed
360,image_360.jpg,32,Malzahar
361,image_361.jpg,75,Dr. Mundo
362,image_362.jpg,1,Caitlyn
363,image_363.jpg,67,Kog'Maw
364,image_364.jpg,64,Graves
365,image_365.jpg,7,Kassadin
366,image_366.jpg,65,Garen
367,image_367.jpg,56,Tahm Kench
368,image_368.jpg,37,Vex
369,image_369.jpg,9,Poppy
370,image_370.jpg,41,Braum
371,image_371.jpg,16,Lulu
372,image_372.jpg,70,Heimerdinger
373,image_373.jpg,76,Janna
374,image_374.jpg,68,Tristana
375,image_375.jpg,12,Ziggs
376,image_376.jpg,44,Jhin
377,image_377.jpg,48,Seraphine
378,image_378.jpg,54,Kai'Sa
379,image_379.jpg,7,Kassadin
380,image_380.jpg,74,Taric
381,image_381.jpg,26,Cho'Gath
382,image_382.jpg,51,Galio
383,image_383.jpg,41,Braum
384,image_384.jpg,9,Poppy
385,image_385.jpg,37,Vex
386,image_386.jpg,16,Lulu
387,image_387.jpg,57,Veigar
388,image_388.jpg,12,Ziggs
389,image_389.jpg,68,Tristana
390,image_390.jpg,17,Quinn
391,image_391.jpg,54,Kai'Sa
392,image_392.jpg,44,Jhin
393,image_393.jpg,23,Warwick
394,image_394.jpg,78,Fiora
395,image_395.jpg,52,Jayce
396,image_396.jpg,81,Yone
397,image_397.jpg,2,Camille
398,image_398.jpg,62,Mechanical Dragon
399,image_399.jpg,71,Lissandra
400,image_400.jpg,10,Singed
401,image_401.jpg,52,Jayce
402,image_402.jpg,24,Zilean
403,image_403.jpg,46,Orianna
404,image_404.jpg,70,Heimerdinger
405,image_405.jpg,76,Janna
406,image_406.jpg,4,Ezreal
407,image_407.jpg,48,Seraphine
408,image_408.jpg,63,Twisted Fate
409,image_409.jpg,66,Katarina
410,image_410.jpg,83,Yuumi
411,image_411.jpg,73,Shaco
412,image_412.jpg,27,Ekko
413,image_413.jpg,25,Zyra
414,image_414.jpg,3,Darius
415,image_415.jpg,41,Braum
416,image_416.jpg,62,Mechanical Dragon
417,image_417.jpg,71,Lissandra
418,image_418.jpg,76,Janna
419,image_419.jpg,10,Singed
420,image_420.jpg,24,Zilean
421,image_421.jpg,46,Orianna
422,image_422.jpg,70,Heimerdinger
423,image_423.jpg,52,Jayce
424,image_424.jpg,4,Ezreal
425,image_425.jpg,48,Seraphine
426,image_426.jpg,48,Seraphine
427,image_427.jpg,50,Vi
428,image_428.jpg,30,Leona
429,image_429.jpg,30,Leona
430,image_430.jpg,81,Yone
431,image_431.jpg,76,Janna
432,image_432.jpg,41,Braum
433,image_433.jpg,78,Fiora
434,image_434.jpg,74,Taric
435,image_435.jpg,27,Ekko
436,image_436.jpg,22,Talon
437,image_437.jpg,82,Akali
438,image_438.jpg,3,Darius
439,image_439.jpg,63,Twisted Fate
440,image_440.jpg,2,Camille
441,image_441.jpg,41,Braum
442,image_442.jpg,73,Shaco
443,image_443.jpg,77,Lux
444,image_444.jpg,66,Katarina
445,image_445.jpg,53,Jinx
446,image_446.jpg,64,Graves
447,image_447.jpg,28,Gangplank
448,image_448.jpg,80,Urgot
449,image_449.jpg,30,Leona
450,image_450.jpg,81,Yone
451,image_451.jpg,65,Garen
452,image_452.jpg,82,Akali
453,image_453.jpg,22,Talon
454,image_454.jpg,27,Ekko
455,image_455.jpg,3,Darius
456,image_456.jpg,25,Zyra
457,image_457.jpg,41,Braum
458,image_458.jpg,63,Twisted Fate
459,image_459.jpg,46,Orianna
460,image_460.jpg,73,Shaco
461,image_461.jpg,79,Sion
462,image_462.jpg,14,Blitzcrank
463,image_463.jpg,26,Cho'Gath
464,image_464.jpg,65,Garen
465,image_465.jpg,7,Kassadin
466,image_466.jpg,20,Swain
467,image_467.jpg,8,Nocturne
468,image_468.jpg,19,Sejuani
469,image_469.jpg,40,Alistar
470,image_470.jpg,6,Jarvan IV
471,image_471.jpg,50,Vi
472,image_472.jpg,58,Viktor
473,image_473.jpg,31,Lucian
474,image_474.jpg,21,Syndra
475,image_475.jpg,55,Silco
476,image_476.jpg,8,Nocturne
477,image_477.jpg,22,Talon
478,image_478.jpg,45,Kha'Zix
479,image_479.jpg,27,Ekko
480,image_480.jpg,30,Leona
481,image_481.jpg,14,Blitzcrank
482,image_482.jpg,20,Swain
483,image_483.jpg,31,Lucian
484,image_484.jpg,19,Sejuani
485,image_485.jpg,40,Alistar
486,image_486.jpg,50,Vi
487,image_487.jpg,6,Jarvan IV
488,image_488.jpg,58,Viktor
489,image_489.jpg,49,Sivir
490,image_490.jpg,21,Syndra
491,image_491.jpg,55,Silco
492,image_492.jpg,8,Nocturne
493,image_493.jpg,22,Talon
494,image_494.jpg,45,Kha'Zix
495,image_495.jpg,27,Ekko
496,image_496.jpg,30,Leona
497,image_497.jpg,14,Blitzcrank
498,image_498.jpg,36,Tryndamere
499,image_499.jpg,18,Rek'Sai
500,image_500.jpg,23,Warwick
501,image_501.jpg,7,Kassadin
502,image_502.jpg,38,Zac
503,image_503.jpg,47,Renata
504,image_504.jpg,32,Malzahar
505,image_505.jpg,45,Kha'Zix
506,image_506.jpg,30,Leona
507,image_507.jpg,59,Zeri
508,image_508.jpg,46,Orianna
509,image_509.jpg,56,Tahm Kench
510,image_510.jpg,52,Jayce
511,image_511.jpg,34,Morgana
512,image_512.jpg,41,Braum
513,image_513.jpg,50,Vi
514,image_514.jpg,36,Tryndamere
515,image_515.jpg,18,Rek'Sai
516,image_516.jpg,23,Warwick
517,image_517.jpg,7,Kassadin
518,image_518.jpg,38,Zac
519,image_519.jpg,47,Renata
520,image_520.jpg,32,Malzahar
521,image_521.jpg,45,Kha'Zix
522,image_522.jpg,21,Syndra
523,image_523.jpg,42,Draven
524,image_524.jpg,59,Zeri
525,image_525.jpg,2,Camille
526,image_526.jpg,44,Jhin
527,image_527.jpg,0,Brand
528,image_528.jpg,30,Leona
529,image_529.jpg,36,Tryndamere
530,image_530.jpg,18,Rek'Sai
531,image_531.jpg,7,Kassadin
532,image_532.jpg,38,Zac
533,image_533.jpg,47,Renata
534,image_534.jpg,54,Kai'Sa
535,image_535.jpg,58,Viktor
536,image_536.jpg,45,Kha'Zix
537,image_537.jpg,21,Syndra
538,image_538.jpg,42,Draven
539,image_539.jpg,59,Zeri
540,image_540.jpg,44,Jhin
541,image_541.jpg,0,Brand
542,image_542.jpg,55,Silco
543,image_543.jpg,41,Braum
544,image_544.jpg,30,Leona
545,image_545.jpg,38,Zac
546,image_546.jpg,10,Singed
547,image_547.jpg,11,Twitch
548,image_548.jpg,8,Nocturne
549,image_549.jpg,8,Nocturne
550,image_550.jpg,32,Malzahar
551,image_551.jpg,7,Kassadin
552,image_552.jpg,18,Rek'Sai
553,image_553.jpg,5,Illaoi
554,image_554.jpg,38,Zac
555,image_555.jpg,36,Tryndamere
556,image_556.jpg,23,Warwick
557,image_557.jpg,10,Singed
558,image_558.jpg,11,Twitch
559,image_559.jpg,18,Rek'Sai
560,image_560.jpg,6,Jarvan IV
561,image_561.jpg,14,Blitzcrank
562,image_562.jpg,29,Gnar
563,image_563.jpg,4,Ezreal
564,image_564.jpg,38,Zac
565,image_565.jpg,36,Tryndamere
566,image_566.jpg,10,Singed
567,image_567.jpg,8,Nocturne
568,image_568.jpg,11,Twitch
569,image_569.jpg,18,Rek'Sai
570,image_570.jpg,23,Warwick
571,image_571.jpg,30,Leona
572,image_572.jpg,36,Tryndamere
573,image_573.jpg,38,Zac
574,image_574.jpg,38,Zac
575,image_575.jpg,28,Gangplank
576,image_576.jpg,10,Singed
577,image_577.jpg,8,Nocturne
578,image_578.jpg,31,Lucian
579,image_579.jpg,11,Twitch
580,image_580.jpg,17,Quinn
581,image_581.jpg,49,Sivir
582,image_582.jpg,33,Miss Fortune
583,image_583.jpg,36,Tryndamere
584,image_584.jpg,26,Cho'Gath
585,image_585.jpg,38,Zac
586,image_586.jpg,28,Gangplank
587,image_587.jpg,10,Singed
588,image_588.jpg,8,Nocturne
589,image_589.jpg,31,Lucian
590,image_590.jpg,11,Twitch
591,image_591.jpg,24,Zilean
592,image_592.jpg,8,Nocturne
593,image_593.jpg,4,Ezreal
594,image_594.jpg,27,Ekko
595,image_595.jpg,84,Target Dummy
596,image_596.jpg,2,Camille
597,image_597.jpg,60,Mechanical Scarab
598,image_598.jpg,84,Target Dummy
599,image_599.jpg,38,Zac
600,image_600.jpg,28,Gangplank
601,image_601.jpg,10,Singed
602,image_602.jpg,8,Nocturne
603,image_603.jpg,19,Sejuani
604,image_604.jpg,29,Gnar
605,image_605.jpg,32,Malzahar
606,image_606.jpg,7,Kassadin
607,image_607.jpg,18,Rek'Sai
608,image_608.jpg,20,Swain
609,image_609.jpg,21,Syndra
610,image_610.jpg,22,Talon
611,image_611.jpg,21,Syndra
612,image_612.jpg,0,Brand
613,image_613.jpg,7,Kassadin
614,image_614.jpg,30,Leona
615,image_615.jpg,23,Warwick
616,image_616.jpg,38,Zac
617,image_617.jpg,28,Gangplank
618,image_618.jpg,10,Singed
619,image_619.jpg,36,Tryndamere
620,image_620.jpg,31,Lucian
621,image_621.jpg,11,Twitch
622,image_622.jpg,29,Gnar
623,image_623.jpg,18,Rek'Sai
624,image_624.jpg,6,Jarvan IV
625,image_625.jpg,14,Blitzcrank
626,image_626.jpg,43,Irelia
627,image_627.jpg,27,Ekko
628,image_628.jpg,7,Kassadin
629,image_629.jpg,36,Tryndamere
630,image_630.jpg,38,Zac
631,image_631.jpg,56,Tahm Kench
632,image_632.jpg,23,Warwick
633,image_633.jpg,47,Renata
634,image_634.jpg,47,Renata
635,image_635.jpg,58,Viktor
636,image_636.jpg,22,Talon
637,image_637.jpg,36,Tryndamere
638,image_638.jpg,42,Draven
639,image_639.jpg,23,Warwick
640,image_640.jpg,47,Renata
641,image_641.jpg,54,Kai'Sa
642,image_642.jpg,36,Tryndamere
643,image_643.jpg,56,Tahm Kench
644,image_644.jpg,38,Zac
645,image_645.jpg,23,Warwick
646,image_646.jpg,7,Kassadin
647,image_647.jpg,58,Viktor
648,image_648.jpg,47,Renata
649,image_649.jpg,47,Renata
650,image_650.jpg,58,Viktor
651,image_651.jpg,53,Jinx
652,image_652.jpg,4,Ezreal
653,image_653.jpg,29,Gnar
654,image_654.jpg,56,Tahm Kench
655,image_655.jpg,6,Jarvan IV
656,image_656.jpg,14,Blitzcrank
657,image_657.jpg,43,Irelia
658,image_658.jpg,27,Ekko
659,image_659.jpg,36,Tryndamere
660,image_660.jpg,23,Warwick
661,image_661.jpg,38,Zac
662,image_662.jpg,56,Tahm Kench
663,image_663.jpg,47,Renata
664,image_664.jpg,58,Viktor
665,image_665.jpg,47,Renata
666,image_666.jpg,55,Silco
667,image_667.jpg,58,Viktor
668,image_668.jpg,54,Kai'Sa
669,image_669.jpg,22,Talon
670,image_670.jpg,42,Draven
671,image_671.jpg,36,Tryndamere
672,image_672.jpg,47,Renata
673,image_673.jpg,23,Warwick
674,image_674.jpg,30,Leona
675,image_675.jpg,41,Braum
676,image_676.jpg,14,Blitzcrank
677,image_677.jpg,12,Ziggs
678,image_678.jpg,16,Lulu
679,image_679.jpg,37,Vex
680,image_680.jpg,3,Darius
681,image_681.jpg,25,Zyra
682,image_682.jpg,13,Ashe
683,image_683.jpg,3,Darius
684,image_684.jpg,9,Poppy
685,image_685.jpg,14,Blitzcrank
686,image_686.jpg,12,Ziggs
687,image_687.jpg,16,Lulu
688,image_688.jpg,37,Vex
689,image_689.jpg,12,Ziggs
690,image_690.jpg,32,Malzahar
691,image_691.jpg,0,Brand
692,image_692.jpg,37,Vex
693,image_693.jpg,9,Poppy
694,image_694.jpg,14,Blitzcrank
695,image_695.jpg,12,Ziggs
696,image_696.jpg,35,Senna
697,image_697.jpg,16,Lulu
698,image_698.jpg,37,Vex
699,image_699.jpg,9,Poppy
700,image_700.jpg,17,Quinn
701,image_701.jpg,28,Gangplank
702,image_702.jpg,17,Quinn
703,image_703.jpg,5,Illaoi
704,image_704.jpg,5,Illaoi
705,image_705.jpg,14,Blitzcrank
706,image_706.jpg,14,Blitzcrank
707,image_707.jpg,12,Ziggs
708,image_708.jpg,35,Senna
709,image_709.jpg,16,Lulu
710,image_710.jpg,37,Vex
711,image_711.jpg,9,Poppy
712,image_712.jpg,21,Syndra
713,image_713.jpg,25,Zyra
714,image_714.jpg,9,Poppy
715,image_715.jpg,34,Morgana
716,image_716.jpg,7,Kassadin
717,image_717.jpg,3,Darius
718,image_718.jpg,37,Vex
719,image_719.jpg,14,Blitzcrank
720,image_720.jpg,12,Ziggs
721,image_721.jpg,46,Orianna
722,image_722.jpg,16,Lulu
723,image_723.jpg,35,Senna
724,image_724.jpg,34,Morgana
725,image_725.jpg,32,Malzahar
726,image_726.jpg,19,Sejuani
727,image_727.jpg,18,Rek'Sai
728,image_728.jpg,7,Kassadin
729,image_729.jpg,6,Jarvan IV
730,image_730.jpg,37,Vex
731,image_731.jpg,14,Blitzcrank
732,image_732.jpg,12,Ziggs
733,image_733.jpg,34,Morgana
734,image_734.jpg,12,Ziggs
735,image_735.jpg,32,Malzahar
736,image_736.jpg,0,Brand
737,image_737.jpg,34,Morgana
738,image_738.jpg,37,Vex
739,image_739.jpg,9,Poppy
740,image_740.jpg,21,Syndra
741,image_741.jpg,35,Senna
742,image_742.jpg,22,Talon
743,image_743.jpg,8,Nocturne
744,image_744.jpg,7,Kassadin
745,image_745.jpg,30,Leona
746,image_746.jpg,32,Malzahar
747,image_747.jpg,19,Sejuani
748,image_748.jpg,18,Rek'Sai
749,image_749.jpg,7,Kassadin
750,image_750.jpg,6,Jarvan IV
751,image_751.jpg,14,Blitzcrank
752,image_752.jpg,37,Vex
753,image_753.jpg,34,Morgana
754,image_754.jpg,12,Ziggs
755,image_755.jpg,35,Senna
756,image_756.jpg,16,Lulu
757,image_757.jpg,46,Orianna
758,image_758.jpg,24,Zilean
759,image_759.jpg,32,Malzahar
760,image_760.jpg,46,Orianna
761,image_761.jpg,12,Ziggs
762,image_762.jpg,34,Morgana
763,image_763.jpg,37,Vex
764,image_764.jpg,9,Poppy
765,image_765.jpg,20,Swain
766,image_766.jpg,29,Gnar
767,image_767.jpg,37,Vex
768,image_768.jpg,34,Morgana
769,image_769.jpg,12,Ziggs
770,image_770.jpg,35,Senna
771,image_771.jpg,16,Lulu
772,image_772.jpg,46,Orianna
773,image_773.jpg,24,Zilean
774,image_774.jpg,21,Syndra
775,image_775.jpg,25,Zyra
776,image_776.jpg,13,Ashe
777,image_777.jpg,41,Braum
778,image_778.jpg,34,Morgana
779,image_779.jpg,3,Darius
780,image_780.jpg,29,Gnar
781,image_781.jpg,37,Vex
782,image_782.jpg,46,Orianna
783,image_783.jpg,35,Senna
784,image_784.jpg,16,Lulu
785,image_785.jpg,58,Viktor
786,image_786.jpg,24,Zilean
787,image_787.jpg,32,Malzahar
788,image_788.jpg,19,Sejuani
789,image_789.jpg,18,Rek'Sai
790,image_790.jpg,26,Cho'Gath
791,image_791.jpg,8,Nocturne
792,image_792.jpg,0,Brand
793,image_793.jpg,7,Kassadin
794,image_794.jpg,21,Syndra
795,image_795.jpg,30,Leona
796,image_796.jpg,22,Talon
797,image_797.jpg,21,Syndra
798,image_798.jpg,25,Zyra
799,image_799.jpg,13,Ashe
800,image_800.jpg,34,Morgana
801,image_801.jpg,41,Braum
802,image_802.jpg,34,Morgana
803,image_803.jpg,3,Darius
804,image_804.jpg,56,Tahm Kench
805,image_805.jpg,3,Darius
806,image_806.jpg,34,Morgana
807,image_807.jpg,41,Braum
808,image_808.jpg,32,Malzahar
809,image_809.jpg,13,Ashe
810,image_810.jpg,25,Zyra
811,image_811.jpg,39,Ahri
812,image_812.jpg,46,Orianna
